ID,HSK,FREQ,GENERAL_STANDARD,RADICAL,STROKE_COUNT,CHINESE_CHARACTER,PINYIN,TONE,MEANING
368,2,234,656,手 64.4,7,报,bào,4,"report, tell, announce"
369,2,235,29,手 64.0,3,才,cái,2,"talent, ability; just, only"
370,2,236,1754,糸 120.6,9,结,jié,2,"knot, tie; join, connect"
371,2,238,1174,又 29.6,8,受,shòu,4,"receive, accept, get; bear, stand"
372,2,239,236,目 109.0,5,目,mù,4,"eye; look, see; division, topic"
373,2,241,2616,里 166.5,12,量,liàng,4,"measure, quantity, capacity"
374,2,243,2875,心 61.9,13,感,gǎn,3,"feel, perceive, emotion"
375,2,245,297,夂 34.2,5,务,wù,4,"affairs, business; must, should"
376,2,247,2185,手 64.8,11,接,jiē,1,receive; continue; catch; connect
377,2,248,321,心 61.1,5,必,bì,4,"surely, most certainly; must"
378,2,250,466,人 9.4,6,件,jiàn,4,numerary adjunct for article; matter
379,2,251,168,言 149.2,4,计,jì,4,"plan, plot; strategem; scheme"
380,2,254,301,巾 50.2,5,市,shì,4,"market, fair; city, town; trade"
381,2,255,1011,目 109.3,8,直,zhí,2,"straight, erect, vertical"
382,2,262,675,儿 10.5,7,克,kè,4,gram; overcome; transliteration
383,2,263,554,言 149.4,6,许,xǔ,3,"allow, permit; promise; betroth"
384,2,268,180,阜 170.2,4,队,duì,4,"team, group; army unit"
385,2,271,1556,人 9.7,9,便,biàn,4,"convenience, ease; expedient"
386,2,272,1282,穴 116.3,8,空,kōng,1,"empty, hollow, bare, deserted"
387,2,277,1551,禾 115.4,9,科,kē,1,"section, department, science"
388,2,278,325,口 30.2,5,司,sī,1,"take charge of, control, manage; officer"
389,2,281,2263,目 109.6,11,眼,yǎn,3,"eye; eyelet, hole, opening"
390,2,294,2961,人 9.12,13,像,xiàng,4,"a picture, image, figure; to resemble"
391,2,296,237,一 1.4,5,且,qiě,3,"moreover, also (post-subject); about to, will soon (pre-verb)"
392,2,298,1500,心 61.5,9,思,sī,1,"think, consider, ponder; final particle"
393,2,299,75,玉 96.0,4,王,wáng,2,"king, ruler; royal; surname"
394,2,301,877,宀 40.4,7,完,wán,2,"complete, finish, settle; whole"
395,2,304,509,色 139.0,6,色,sè,4,"color, tint, hue, shade; form, body; beauty, desire for beauty"
396,2,312,690,水 85.2,7,求,qiú,2,"seek; demand, request; beseech"
397,2,319,1300,言 149.6,8,该,gāi,1,"should, ought to, need to"
398,2,320,519,亠 8.4,6,交,jiāo,1,"mix; intersect; exchange, communicate; deliver"
399,2,322,35,一 1.2,3,万,wàn,4,ten thousand; innumerable
400,2,323,997,又 29.6,8,取,qǔ,3,"take, receive, obtain; select"
401,2,324,981,手 64.5,8,拉,lā,1,"pull, drag; seize, hold; lengthen"
402,2,330,371,八 12.4,6,共,gòng,4,"together with, all, total; to share"
403,2,331,2591,石 112.7,12,确,què,4,"sure, certain; real, true"
404,2,334,586,見 147.2,6,观,guān,1,"see, observe, view; appearance"
405,2,335,2410,水 85.8,11,清,qīng,1,"clear, pure, clean; peaceful"
406,2,339,317,言 149.3,5,让,ràng,4,"allow, permit, yield, concede"
407,2,342,1407,巾 50.6,9,带,dài,4,"belt, girdle, band, strap, zone"
408,2,345,611,辵 162.4,7,运,yùn,4,"run; simplified form of 運 luck, fortune; ship, transport"
409,2,350,908,攴 66.3,7,改,gǎi,3,"change, alter; improve, remodel"
410,2,351,573,攴 66.2,6,收,shōu,1,"gather together, collect; harvest"
411,2,355,826,言 149.0,7,言,yán,2,"words, speech; speak, say"
412,2,358,1338,糸 120.5,8,组,zǔ,3,"class; section, department"
413,2,367,181,力 19.2,4,办,bàn,4,"manage, do, handle; deal with"
414,2,369,1160,彳 60.5,8,往,wǎng,3,"go, depart; past, formerly"
415,2,371,1006,艸 140.5,8,英,yīng,1,"petal, flower, leaf; brave, a hero; England, English"
416,2,374,791,辵 162.4,7,近,jìn,4,"near, close; approach; intimate"
417,2,389,1232,八 12.6,8,单,dān,1,"single, individual, only; lone"
418,2,396,2080,水 85.6,10,流,liú,2,"flow, circulate, drift; class"
419,2,403,3121,竹 118.8,14,算,suàn,4,"count, calculate, figure; plan"
420,2,415,594,糸 120.3,6,级,jí,2,"level, rank, class; grade"
421,2,418,2035,禸 114.6,10,离,lí,2,rare beast; strange; elegant
422,2,423,911,阜 170.5,7,际,jì,4,"border, boundary, juncture"
423,2,425,194,示 113.0,5,示,shì,4,"show, manifest; demonstrate"
424,2,426,1553,夊 35.6,9,复,fù,4,return; repeat; repeatedly
425,2,436,3005,水 85.10,13,满,mǎn,3,"fill; full, satisfied"
426,2,440,2514,走 156.5,12,越,yuè,4,"exceed, go beyond; the more ..."
427,2,443,2911,火 86.9,13,照,zhào,4,"shine, illumine, reflect"
428,2,444,1585,彡 59.6,9,须,xū,1,"must, have to, necessary"
429,2,449,1948,禾 115.5,10,称,chēng,1,"call; name, brand; address; say"
430,2,455,130,片 91.0,4,片,piàn,4,"slice, splinter, strip; rad. 91"
431,2,459,1431,木 75.5,9,查,chá,2,"investigate, examine, seek into"
432,2,460,1463,車 159.5,9,轻,qīng,1,"light; easy, simple; gentle"
433,2,467,2726,衣 145.6,12,装,zhuāng,1,"dress, clothes, attire; fill"
434,2,468,53,广 53.0,3,广,guǎng,3,"wide, extensive, broad; rad. 53"
435,2,490,1192,口 30.5,8,周,zhōu,1,Zhou dynasty; circumference
436,2,497,947,青 174.0,8,青,qīng,1,"blue, green, black; young"
437,2,498,2476,阜 170.10,11,随,suí,2,"follow, listen to, submit to"
438,2,499,1545,辵 162.6,9,选,xuǎn,3,"choose, select; elect; election"
439,2,502,589,糸 120.3,6,红,hóng,2,"red, vermillion; blush, flush"
440,2,503,1509,口 30.6,9,响,xiǎng,3,"make sound, make noise; sound"
441,2,504,1502,虫 142.3,9,虽,suī,1,"although, even if"
442,2,505,2174,手 64.8,11,推,tuī,1,"push, expel; push forward"
443,2,507,1334,厶 28.6,8,参,cān,1,"take part in, intervene; ginseng"
444,2,514,209,艸 140.2,5,节,jié,2,"knot, node, joint; section"
445,2,519,2655,黑 203.0,12,黑,hēi,1,"black; dark; evil, sinister"
446,2,522,407,刀 18.4,6,划,huà,4,to row or paddle boat; to scratch
447,2,528,1052,心 61.4,8,态,tài,4,"manner, bearing, attitude"
448,2,529,649,手 64.4,7,护,hù,4,"protect, guard, defend, shelter"
449,2,538,2362,夕 36.8,11,够,gòu,4,"enough, adequate"
450,2,540,1632,音 180.0,9,音,yīn,1,"sound, tone, pitch, pronunciation"
451,2,547,1140,人 9.6,8,例,lì,4,"precedent, example; regulation"
452,2,554,2009,田 102.5,10,留,liú,2,"stop, halt; stay, detain, keep"
453,2,555,550,言 149.4,6,讲,jiǎng,3,explain; discuss; talk
454,2,561,2201,黃 201.0,11,黄,huáng,2,yellow; surname
455,2,567,1555,殳 79.5,9,段,duàn,4,"section, piece, division"
456,2,572,1418,攴 66.5,9,故,gù,4,"ancient, old; reason, because"
457,2,574,1244,水 85.5,8,河,hé,2,river; stream; yellow river
458,2,586,1693,丶 3.8,9,举,jǔ,3,"raise, lift up; recommend"
459,2,592,781,人 9.5,7,低,dī,1,"low; to lower, hang, bend, bow"
460,2,598,3094,心 61.10,14,愿,yuàn,4,"sincere, honest, virtuous"
461,2,599,41,十 24.1,3,千,qiān,1,"thousand; many, numerous; very; (Cant.) a cheater, swindler"
462,2,607,719,力 19.5,7,助,zhù,4,"help, aid, assist"
463,2,608,1960,人 9.8,10,倒,dào,4,fall over; lie down; take turns
464,2,609,1225,肉 130.4,8,育,yù,4,"produce, give birth to; educate"
465,2,614,2345,舟 137.5,11,船,chuán,2,"ship, boat, vessel"
466,2,615,2359,肉 130.7,11,脸,liǎn,3,face; cheek; reputation
467,2,618,1224,刀 18.6,8,刻,kè,4,"carve, engrave; quarter hour"
468,2,619,287,丿 4.4,5,乐,lè,4,"happy, glad; enjoyable; music"
469,2,621,441,刀 18.4,6,刚,gāng,1,"hard, tough, rigid, strong"
470,2,629,1980,舟 137.4,10,般,bān,1,"sort, manner, kind, category"
471,2,630,2741,日 72.8,12,普,pǔ,3,"universal, general, widespread"
472,2,631,1269,心 61.5,8,怕,pà,4,"to fear, be afraid of; apprehensive"
473,2,637,47,丿 4.2,3,久,jiǔ,3,"long time (ago); time passage, grow late"
474,2,640,285,卩 26.4,5,印,yìn,4,"print, seal, stamp, chop, mark"
475,2,650,572,阜 170.4,6,阳,yáng,2,positive (electric.); sun; male principle (Taoism)
476,2,657,1609,心 61.5,9,急,jí,2,"quick, quickly; urgent, pressing"
477,2,662,1423,艸 140.6,9,药,yào,4,leaf of Dahurian angelica plant; medicine
478,2,663,1546,辵 162.6,9,适,shì,4,"go, reach; appropriate, suitable"
479,2,665,1209,夕 36.5,8,夜,yè,4,"night, dark; in night; by night"
480,2,666,1474,目 109.4,9,省,shěng,3,"province; save, economize"
481,2,671,1589,食 184.0,9,食,shí,2,eat; meal; food; KangXi radical number 184
482,2,682,2168,手 64.8,11,排,pái,2,"row, rank, line"
483,2,692,82,二 7.2,4,云,yún,2,"say, speak; clouds"
484,2,693,2333,人 9.9,11,停,tíng,2,"stop, suspend, delay; suitable"
485,2,695,2766,水 85.9,12,游,yóu,2,"to swim; float, drift; wander, roam"
486,2,699,902,尸 44.4,7,层,céng,2,"storey, layer, floor, stratum"
487,2,707,288,口 30.2,5,句,jù,4,sentence
488,2,708,1697,宀 40.6,9,室,shì,4,"room, home, house, chamber"
489,2,717,226,卜 25.3,5,卡,kǎ,3,"card, punch card; calorie"
490,2,722,3049,青 174.6,14,静,jìng,4,"quiet, still, motionless; gentle"
491,2,731,2227,木 75.7,11,检,jiǎn,3,check; examine
492,2,736,814,角 148.0,7,角,jiǎo,3,"horn; angle, corner; point"
493,2,737,228,卜 25.3,5,占,zhàn,4,divine; observe; versify
494,2,753,1915,口 30.8,10,啊,a,0,exclamatory particle
495,2,754,2517,走 156.5,12,超,chāo,1,"jump over, leap over; surpass"
496,2,757,2309,金 167.6,11,银,yín,2,"silver; cash, money, wealth"
497,2,760,1641,八 12.7,9,养,yǎng,3,"raise, rear, bring up; support"
498,2,779,1932,金 167.5,10,铁,tiě,3,"iron; strong, solid, firm"
499,2,784,471,人 9.4,6,份,fèn,4,"portion, part; duty"
500,2,787,1467,肉 130.5,9,背,bèi,4,back; back side; behind; betray
501,2,789,1408,艸 140.6,9,草,cǎo,3,"grass, straw, thatch, herbs"
502,2,790,2355,肉 130.7,11,脚,jiǎo,3,"leg, foot; base, leg, foundation"
503,2,797,2069,酉 164.3,10,酒,jiǔ,3,"wine, spirits, liquor, alcoholic beverage"
504,2,808,3259,非 175.7,15,靠,kào,4,"lean on, trust, depend on; near"
505,2,812,2025,广 53.7,10,座,zuò,4,"seat; stand, base"
506,2,815,1874,頁 181.4,10,顾,gù,4,look back; look at; look after
507,2,824,1806,手 64.7,10,换,huàn,4,change
508,2,825,1636,門 169.6,9,闻,wén,2,hear; smell; make known; news
509,2,833,315,言 149.3,5,讨,tǎo,3,"to discuss; ask for, beg; demand; dun; marry"
510,2,840,1621,亠 8.7,9,亮,liàng,4,"bright, brilliant, radiant, light"
511,2,842,324,水 85.1,5,永,yǒng,3,"long, perpetual, eternal, forever"
512,2,844,1078,口 30.5,8,味,wèi,4,"taste, smell, odor; delicacy"
513,2,849,2170,手 64.8,11,掉,diào,4,"turn, move; shake, wag; drop down"
514,2,852,1194,魚 195.0,8,鱼,yú,2,fish; surname; KangXi radical 195
515,2,859,2864,木 75.9,13,楚,chǔ,3,name of feudal state; clear
516,2,867,2757,水 85.9,12,温,wēn,1,lukewarm
517,2,871,1366,寸 41.6,9,封,fēng,1,"letter, envelope; feudal"
518,2,883,1036,田 102.3,8,画,huà,4,"a painting, picture, drawing; to draw"
519,2,889,2669,矢 111.7,12,短,duǎn,3,"short; brief; deficient, lacking"
520,2,900,2385,广 53.8,11,康,kāng,1,"peaceful, quiet; happy, healthy"
521,2,905,1528,金 167.4,9,钟,zhōng,1,clock; bell
522,2,912,1197,心 61.4,8,忽,hū,1,"suddenly, abruptly; neglect"
523,2,918,2751,水 85.9,12,湖,hú,2,"a lake; Hubei, Hunan; bluish-green"
524,2,921,1355,日 72.5,9,春,chūn,1,spring; wanton
525,2,926,318,示 113.1,5,礼,lǐ,3,social custom; manners; courtesy
526,2,930,1025,木 75.4,8,板,bǎn,3,"plank, board; iron or tin plate"
527,2,931,1624,广 53.7,9,庭,tíng,2,courtyard; spacious hall or yard
528,2,934,2895,目 109.8,13,睛,jīng,1,eyeball; pupil of eye
529,2,938,1559,頁 181.3,9,顺,shùn,4,"obey, submit to, go along with"
530,2,948,1248,水 85.5,8,油,yóu,2,"oil, fat, grease, lard; paints"
531,2,950,2046,方 70.6,10,旅,lǚ,3,"trip, journey; travel; traveler"
532,2,956,1951,竹 118.4,10,笔,bǐ,3,writing brush; write; stroke
533,2,959,897,言 149.5,7,词,cí,2,"words; phrase, expression"
534,2,974,1042,十 24.6,8,卖,mài,4,sell; betray; show off
535,2,979,1969,人 9.9,10,健,jiàn,4,"strong, robust, healthy; strength"
536,2,980,2256,土 32.8,11,堂,táng,2,hall; government office
537,2,984,1955,人 9.8,10,借,jiè,4,borrow; lend; make pretext of
538,2,987,575,阜 170.4,6,阴,yīn,1,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.)
539,2,988,726,囗 31.4,7,园,yuán,2,"garden; park, orchard"
540,2,1003,2249,雨 173.3,11,雪,xuě,3,"snow; wipe away shame, avenge"
541,2,1005,1337,糸 120.5,8,练,liàn,4,"to practice, drill, exercise, train"
542,2,1008,3268,竹 118.9,15,篇,piān,1,"chapter, section, essay, article"
543,2,1010,3342,口 30.12,16,嘴,zuǐ,3,"mouth, lips"
544,2,1012,2788,辵 162.9,12,遍,biàn,4,"everywhere, all over, throughout"
545,2,1020,938,糸 120.4,7,纸,zhǐ,3,paper
546,2,1035,3278,火 86.11,15,熟,shú,2,well-cooked; ripe; familiar with
547,2,1044,1092,八 12.6,8,典,diǎn,3,"law, canon; documentation; classic, scripture"
548,2,1053,600,廾 55.4,7,弄,nòng,4,"do, play or fiddle with; alley"
549,2,1057,44,人 9.1,3,亿,yì,4,hundred million; many
550,2,1069,822,辵 162.4,7,迎,yíng,2,"receive, welcome, greet"
551,2,1081,924,力 19.5,7,努,nǔ,3,"to exert, strive, make an effort; to pout"
552,2,1088,2498,糸 120.8,11,绿,lǜ,4,green; chlorine
553,2,1091,1869,大 37.7,10,套,tào,4,"case, cover, wrapper, envelope"
554,2,1101,2702,行 144.6,12,街,jiē,1,"street, road, thoroughfare"
555,2,1115,534,火 86.2,6,灯,dēng,1,"lantern, lamp"
556,2,1126,1862,夊 35.7,10,夏,xià,4,"summer; great, grand, big"
557,2,1149,1327,女 38.5,8,姓,xìng,4,"family name, surname; to be surnamed"
558,2,1151,1550,禾 115.4,9,秋,qiū,1,"autumn, fall; year"
559,2,1164,193,木 75.1,5,末,mò,4,"final, last, end; insignificant"
560,2,1183,2623,口 30.9,12,喊,hǎn,3,"shout, call out, yell; howl; cry"
561,2,1190,2852,艸 140.10,13,蓝,lán,2,blue; indigo plant; surname
562,2,1210,1907,口 30.7,10,哭,kū,1,"weep, cry, wail"
563,2,1211,3300,心 61.13,15,懂,dǒng,3,"understand, comprehend"
564,2,1212,3054,土 32.11,14,墙,qiáng,2,wall
565,2,1226,2450,心 61.8,11,惯,guàn,4,"habit, custom; habitually, usual"
566,2,1263,296,鳥 196.0,5,鸟,niǎo,3,bird; KangXi radical 196
567,2,1265,1508,口 30.6,9,咱,zán,2,"we, us"
568,2,1281,1198,犬 94.5,8,狗,gǒu,3,"dog, canis familiaris"
569,2,1290,1278,宀 40.5,8,宜,yí,2,"suitable, right, fitting, proper"
570,2,1351,2976,肉 130.10,13,腿,tuǐ,3,"legs, thighs"
571,2,1371,2880,石 112.8,13,碰,pèng,4,"collide, bump into"
572,2,1375,2251,車 159.7,11,辆,liàng,4,numerary adjunct for vehicles
573,2,1384,295,冫 15.3,5,冬,dōng,1,"winter, 11th lunar month"
574,2,1388,2260,日 72.7,11,晨,chén,2,"early morning, daybreak"
575,2,1390,744,口 30.4,7,吹,chuī,1,"blow; puff; brag, boast"
576,2,1397,1944,禾 115.5,10,租,zū,1,"rent, lease; rental; tax"
577,2,1398,2489,馬 187.8,11,骑,qí,2,ride horseback; mount; cavalry
578,2,1426,1161,爪 87.4,8,爬,pá,2,"crawl, creep; climb; scramble"
579,2,1459,2707,舌 135.6,12,舒,shū,1,"open up, unfold, stretch out; comfortable, easy"
580,2,1465,3341,食 184.7,16,餐,cān,1,"eat, dine; meal; food"
581,2,1467,1382,手 64.7,9,挺,tǐng,3,"to stand upright, straighten; rigid"
582,2,1545,3285,頁 181.9,15,颜,yán,2,"face, facial appearance"
583,2,1547,2486,糸 120.8,11,绩,jī,1,spin; achievements
584,2,1568,3163,水 85.11,14,漂,piào,4,"float, drift; tossed about"
585,2,1581,2040,冫 15.8,10,凉,liáng,2,"cool, cold; disheartened"
586,2,1634,1998,肉 130.6,10,脏,zàng,4,"internal organs, viscera; dirty"
587,2,1638,3207,革 177.6,15,鞋,xié,2,"shoes, footwear in general"
588,2,1663,2569,木 75.8,12,椅,yǐ,3,"chair, seat"
589,2,1673,2367,犬 94.9,11,猫,māo,1,cat
590,2,1703,2051,瓦 98.6,10,瓶,píng,2,"jug, pitcher, vase, jar, bottle"
591,2,1710,2031,疒 104.5,10,疼,téng,2,"aches, pains; be fond of; love"
592,2,1866,137,斤 69.0,4,斤,jīn,1,"a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69"
593,2,1939,2881,石 112.8,13,碗,wǎn,3,"bowl, small dish"
594,2,1968,2611,日 72.8,12,晴,qíng,2,"clear weather, fine weather"
595,2,1988,2641,口 30.9,12,喂,wèi,4,interjection to call attention
596,2,1998,1202,食 184.5,8,饱,bǎo,3,to eat till full; satisfied
597,2,2357,3357,竹 118.10,16,篮,lán,2,basket
598,2,2695,3378,水 85.13,16,澡,zǎo,3,"wash, bathe"
599,2,3110,2955,竹 118.7,13,筷,kuài,4,chopsticks
600,2,3650,1613,食 184.6,9,饺,jiǎo,3,stuffed dumplings
601,3,57,1549,禾 115.4,9,种,zhǒng,3,"seed; race, breed; to plant"
602,3,110,655,手 64.4,7,把,bǎ,3,"hold, take; guard; regard as"
603,3,113,327,氏 83.1,5,民,mín,2,"people, subjects, citizens"
604,3,116,411,止 77.2,6,此,cǐ,3,"this, these; in this case, then"
605,3,122,1268,心 61.5,8,性,xìng,4,"nature, character, sex"
606,3,132,1617,爿 90.6,9,将,jiāng,1,"will, going to, future; general"
607,3,141,531,干 51.5,6,并,bìng,4,"and, further, more, also, together with; to combine"
608,3,151,1642,羊 123.3,9,美,měi,3,"beautiful, pretty; pleasing"
609,3,154,2118,衣 145.5,10,被,bèi,4,"quilt, by, (indicates passive-voice clauses)"
610,3,159,522,立 117.1,6,产,chǎn,3,"give birth, bring forth, produce"
611,3,163,1121,刀 18.6,8,制,zhì,4,system; establish; overpower
612,3,174,271,人 9.3,5,代,dài,4,"replace, replacement (of person or generation); era, generation"
613,3,175,116,入 11.2,4,内,nèi,4,inside
614,3,178,132,匕 21.2,4,化,huà,4,"change, convert, reform; -ize"
615,3,181,206,一 1.4,5,世,shì,4,generation; world; era
616,3,186,467,人 9.4,6,任,rèn,4,"trust to, rely on, appoint; to bear, duty, office; allow"
617,3,197,302,立 117.0,5,立,lì,4,"stand; let stand; establish, set"
618,3,198,52,又 29.2,3,及,jí,2,extend; reach; come up to; and
619,3,200,737,口 30.4,7,员,yuán,2,"member; personnel, staff member"
620,3,201,2981,角 148.6,13,解,jiě,3,"loosen, unfasten, untie; explain"
621,3,208,57,丿 4.2,3,义,yì,4,"right conduct, righteousness"
622,3,209,506,口 30.3,6,各,gè,4,"each, individually, every, all"
623,3,227,1711,示 113.5,9,神,shén,2,"spirit, god, supernatural being"
624,3,228,1654,八 12.7,9,总,zǒng,3,"collect; overall, altogether"
625,3,229,771,人 9.5,7,何,hé,2,"what, why, where, which, how"
626,3,237,139,又 29.2,4,反,fǎn,3,"reverse, opposite, contrary, anti"
627,3,244,1302,廴 54.6,8,建,jiàn,4,"build, establish, erect, found"
628,3,252,3123,竹 118.8,14,管,guǎn,3,"pipe, tube, duct; woodwind music"
629,3,257,2039,貝 154.6,10,资,zī,1,property; wealth; capital
630,3,258,1168,口 30.5,8,命,mìng,4,"life; destiny, fate, luck; an order, instruction"
631,3,260,1166,金 167.0,8,金,jīn,1,gold; metals in general; money
632,3,261,1389,手 64.6,9,指,zhǐ,3,"finger, toe; point, indicate"
633,3,265,94,匸 23.2,4,区,qū,1,"area, district, region, ward"
634,3,266,1562,人 9.7,9,保,bǎo,3,"protect, safeguard, defend, care"
635,3,267,410,至 133.0,6,至,zhì,4,"reach, arrive; extremely, very"
636,3,269,604,彡 59.4,7,形,xíng,2,"form, shape, appearance"
637,3,270,890,示 113.3,7,社,shè,4,"god of the soil and altars to him; group of families; company, society"
638,3,273,523,冫 15.4,6,决,jué,2,"decide, determine, judge"
639,3,275,2131,尸 44.7,10,展,zhǎn,3,"open, unfold; stretch, extend"
640,3,280,2193,土 32.8,11,基,jī,1,"foundation, base"
641,3,288,1496,田 102.4,9,界,jiè,4,"boundary, limit; domain; society; the world"
642,3,289,398,辵 162.3,6,达,dá,2,"arrive at, reach; intelligent; smooth, slippery"
643,3,290,417,儿 10.4,6,光,guāng,1,"light, brilliant, shine; only"
644,3,292,2802,弓 57.9,12,强,qiáng,2,"strong, powerful, energetic"
645,3,300,2361,豕 152.5,11,象,xiàng,4,"elephant; ivory; figure, image"
